Action,Memory Utilization
1,0.000000
2,0.122070
3,0.244141
4,0.244141
5,0.195312
6,0.203451
7,0.244141
8,0.305176
9,0.325521
10,0.366211
11,0.377308
12,0.376383
13,0.384991
14,0.401088
15,0.423177
16,0.434875
17,0.452378
18,0.461155
19,0.462582
20,0.457764
21,0.447591
22,0.432795
23,0.424592
24,0.422160
25,0.415039
26,0.413161
27,0.415943
28,0.422886
29,0.433560
30,0.438097
31,0.444966
32,0.448863
33,0.454989
34,0.463149
35,0.468517
36,0.475848
37,0.480583
38,0.482927
39,0.487238
40,0.493368
41,0.497213
42,0.502813
43,0.505314
44,0.506314
45,0.508626
46,0.512165
47,0.516851
48,0.520070
49,0.521913
50,0.524902
51,0.528971
52,0.531710
53,0.533194
54,0.533492
55,0.532670
56,0.532968
57,0.532184
58,0.532479
59,0.533799
60,0.534058
61,0.535308
62,0.537503
63,0.540597
64,0.542068
65,0.542743
66,0.542658
67,0.543304
68,0.544649
69,0.546663
70,0.547921
71,0.549832
72,0.551012
73,0.551490
74,0.552616
75,0.554362
76,0.556705
77,0.558353
78,0.559332
79,0.559669
80,0.560608
81,0.560921
82,0.560630
83,0.559759
84,0.559489
85,0.559800
86,0.559536
87,0.558717
88,0.557362
89,0.555489
90,0.553114
91,0.551329
92,0.549051
93,0.547348
94,0.545161
95,0.542506
96,0.539398
97,0.536858
98,0.534867
99,0.532424
100,0.529541
101,0.526232
102,0.522509
103,0.519332
104,0.516686
105,0.514555
106,0.512004
107,0.509957
108,0.507496
109,0.505528
110,0.503152
111,0.500378
112,0.497219
113,0.493683
114,0.489780
115,0.485521
116,0.481336
117,0.477639
118,0.474419
119,0.470843
120,0.466919
121,0.463464
122,0.459665
123,0.456325
124,0.453432
125,0.450977
126,0.448172
127,0.445028
128,0.441551
129,0.438128
130,0.435134
131,0.432558
132,0.430390
133,0.427889
134,0.425789
135,0.423358
136,0.420604
137,0.417534
138,0.414508
139,0.411878
140,0.408936
141,0.406035
142,0.403520
143,0.401381
144,0.399611
145,0.397528
146,0.395809
147,0.393781
148,0.391450
149,0.389478
150,0.387858
151,0.386583
152,0.385646
153,0.385040
154,0.384759
155,0.384797
156,0.385147
157,0.385182
158,0.384908
159,0.384330
160,0.383453
161,0.382285
162,0.380829
163,0.379092
164,0.377078
165,0.375385
166,0.374006
167,0.372936
168,0.371588
169,0.370545
170,0.369227
171,0.367639
172,0.365785
173,0.363671
174,0.361581
175,0.359515
176,0.357749
177,0.355728
178,0.354004
179,0.352026
180,0.350342
181,0.348406
182,0.346492
183,0.344865
184,0.342991
185,0.341137
186,0.339303
187,0.337489
188,0.335953
189,0.334692
190,0.333188
191,0.331443
192,0.329971
193,0.328768
194,0.327325
195,0.325646
196,0.324234
197,0.322588
198,0.320959
199,0.319591
200,0.317993
201,0.316654
202,0.315086
203,0.313775
204,0.312237
205,0.310952
206,0.309442
207,0.307947
208,0.306702
209,0.305701
210,0.304943
211,0.304424
212,0.303679
213,0.302711
214,0.301981
215,0.301485
216,0.301220
217,0.300732
218,0.300024
219,0.299100
220,0.298406
221,0.297940
222,0.297698
223,0.297676
224,0.297437
225,0.296984
226,0.296318
227,0.295442
228,0.294361
229,0.293502
230,0.292438
231,0.291595
232,0.290548
233,0.289721
234,0.288691
235,0.287878
236,0.286865
237,0.286067
238,0.285480
239,0.284695
240,0.284119
241,0.283750
242,0.283183
243,0.282419
244,0.281862
245,0.281110
246,0.280166
247,0.279427
248,0.278498
249,0.277379
250,0.276270
251,0.275169
252,0.274077
253,0.273187
254,0.272111
255,0.271235
256,0.270176
257,0.269315
258,0.268649
259,0.268178
260,0.267897
261,0.267432
262,0.266784
263,0.265955
264,0.265318
265,0.264870
266,0.264608
267,0.264166
268,0.263909
269,0.263835
270,0.263943
271,0.263870
272,0.263977
273,0.263904
274,0.264010
275,0.264293
276,0.264751
277,0.265382
278,0.265832
279,0.266105
280,0.266200
281,0.266470
282,0.266910
283,0.267519
284,0.268297
285,0.268897
286,0.269323
287,0.269916
288,0.270335
289,0.270582
290,0.270996
291,0.271575
292,0.272317
293,0.272888
294,0.273288
295,0.273851
296,0.274246
297,0.274473
298,0.274535
299,0.274760
300,0.274821
301,0.274719
302,0.274456
303,0.274356
304,0.274417
305,0.274318
306,0.274379
307,0.274280
308,0.274024
309,0.273611
310,0.273359
311,0.273265
312,0.273328
313,0.273235
314,0.272987
315,0.272895
316,0.272958
317,0.273176
318,0.273545
319,0.274065
320,0.274429
321,0.274639
322,0.274999
323,0.275206
324,0.275562
325,0.275766
326,0.276119
327,0.276618
328,0.276966
329,0.277163
330,0.277507
331,0.277996
332,0.278335
333,0.278526
334,0.278861
335,0.279049
336,0.279381
337,0.279566
338,0.279895
339,0.280366
340,0.280977
341,0.281442
342,0.282047
343,0.282790
344,0.283672
345,0.284406
346,0.284995
347,0.285722
348,0.286304
349,0.286743
350,0.287319
351,0.288030
352,0.288877
353,0.289856
354,0.290969
355,0.291937
356,0.293037
357,0.294268
358,0.295356
359,0.296301
360,0.297106
361,0.297770
362,0.298297
363,0.298955
364,0.299743
365,0.300661
366,0.301707
367,0.302881
368,0.303915
369,0.305077
370,0.306012
371,0.306832
372,0.307538
373,0.308132
374,0.308831
375,0.309418
376,0.310111
377,0.310691
378,0.311376
379,0.312165
380,0.313057
381,0.314051
382,0.315146
383,0.316129
384,0.317001
385,0.317975
386,0.319048
387,0.320011
388,0.321074
389,0.322027
390,0.323079
391,0.323948
392,0.324901
393,0.325760
394,0.326704
395,0.327731
396,0.328665
397,0.329682
398,0.330541
399,0.331471
400,0.332321
401,0.333091
402,0.333932
403,0.334845
404,0.335829
405,0.336675
406,0.337583
407,0.338553
408,0.339452
409,0.340412
410,0.341249
411,0.342023
412,0.342852
413,0.343618
414,0.344439
415,0.345198
416,0.345894
417,0.346645
418,0.347451
419,0.348311
420,0.349110
421,0.349962
422,0.350869
423,0.351713
424,0.352611
425,0.353400
426,0.354133
427,0.354811
428,0.355434
429,0.356106
430,0.356827
431,0.357595
432,0.358309
433,0.359070
434,0.359879
435,0.360634
436,0.361435
437,0.362284
438,0.363079
439,0.363819
440,0.364606
441,0.365440
442,0.366178
443,0.366867
444,0.367507
445,0.368099
446,0.368733
447,0.369410
448,0.370039
449,0.370620
450,0.371243
451,0.371818
452,0.372346
453,0.372916
454,0.373529
455,0.374094
456,0.374612
457,0.375172
458,0.375686
459,0.376241
460,0.376839
461,0.377389
462,0.377982
463,0.378528
464,0.379027
465,0.379568
466,0.380151
467,0.380687
468,0.381178
469,0.381623
470,0.382110
471,0.382552
472,0.382948
473,0.383386
474,0.383865
475,0.384384
476,0.384859
477,0.385289
478,0.385675
479,0.386016
480,0.386399
481,0.386738
482,0.387117
483,0.387453
484,0.387829
485,0.388246
486,0.388620
487,0.388950
488,0.389320
489,0.389730
490,0.390097
491,0.390505
492,0.390869
493,0.391190
494,0.391469
495,0.391788
496,0.392064
497,0.392299
498,0.392492
499,0.392724
500,0.392916
501,0.393065
502,0.393255
503,0.393484
504,0.393672
505,0.393900
506,0.394087
507,0.394232
508,0.394337
509,0.394482
510,0.394666
511,0.394809
512,0.394912
513,0.395055
514,0.395157
515,0.395219
516,0.395321
517,0.395461
518,0.395640
519,0.395780
520,0.395958
521,0.396096
522,0.396194
523,0.396254
524,0.396352
525,0.396411
526,0.396430
527,0.396489
528,0.396586
529,0.396721
530,0.396893
531,0.397027
532,0.397122
533,0.397255
534,0.397426
535,0.397633
536,0.397802
537,0.397933
538,0.398025
539,0.398155
540,0.398247
541,0.398300
542,0.398391
543,0.398519
544,0.398609
545,0.398662
546,0.398752
547,0.398878
548,0.398967
549,0.399093
550,0.399181
551,0.399232
552,0.399319
553,0.399443
554,0.399604
555,0.399800
556,0.399959
557,0.400081
558,0.400239
559,0.400433
560,0.400590
561,0.400710
562,0.400794
563,0.400913
564,0.400996
565,0.401042
566,0.401124
567,0.401242
568,0.401395
569,0.401584
570,0.401736
571,0.401852
572,0.401932
573,0.401976
574,0.402056
575,0.402099
576,0.402178
577,0.402292
578,0.402371
579,0.402414
580,0.402492
581,0.402604
582,0.402751
583,0.402933
584,0.403149
585,0.403399
586,0.403613
587,0.403861
588,0.404074
589,0.404251
590,0.404463
591,0.404708
592,0.404987
593,0.405230
594,0.405507
595,0.405817
596,0.406092
597,0.406400
598,0.406741
599,0.407047
600,0.407386
601,0.407690
602,0.407959
603,0.408261
604,0.408595
605,0.408895
606,0.409160
607,0.409458
608,0.409722
609,0.410018
610,0.410279
611,0.410507
612,0.410767
613,0.410993
614,0.411252
615,0.411542
616,0.411799
617,0.412022
618,0.412277
619,0.412564
620,0.412883
621,0.413234
622,0.413616
623,0.413964
624,0.414344
625,0.414756
626,0.415133
627,0.415477
628,0.415787
629,0.416064
630,0.416373
631,0.416648
632,0.416890
633,0.417099
634,0.417276
635,0.417419
636,0.417595
637,0.417802
638,0.418040
639,0.418245
640,0.418482
641,0.418686
642,0.418858
643,0.419060
644,0.419231
645,0.419370
646,0.419476
647,0.419614
648,0.419783
649,0.419920
650,0.420025
651,0.420161
652,0.420328
653,0.420463
654,0.420567
655,0.420701
656,0.420866
657,0.421062
658,0.421226
659,0.421358
660,0.421522
661,0.421653
662,0.421815
663,0.421946
664,0.422046
665,0.422176
666,0.422337
667,0.422466
668,0.422626
669,0.422815
670,0.422973
671,0.423101
672,0.423259
673,0.423446
674,0.423603
675,0.423728
676,0.423824
677,0.423949
678,0.424044
679,0.424109
680,0.424203
681,0.424327
682,0.424421
683,0.424544
684,0.424697
685,0.424819
686,0.424971
687,0.425152
688,0.425303
689,0.425424
690,0.425515
691,0.425577
692,0.425667
693,0.425728
694,0.425818
695,0.425879
696,0.425910
697,0.425912
698,0.425885
699,0.425887
700,0.425860
701,0.425862
702,0.425835
703,0.425779
704,0.425752
705,0.425754
706,0.425785
707,0.425787
708,0.425760
709,0.425762
710,0.425793
711,0.425795
712,0.425826
713,0.425828
714,0.425801
715,0.425803
716,0.425834
717,0.425836
718,0.425866
719,0.425924
720,0.426011
721,0.426069
722,0.426099
723,0.426157
724,0.426187
725,0.426244
726,0.426330
727,0.426443
728,0.426528
729,0.426585
730,0.426669
731,0.426781
732,0.426865
733,0.426921
734,0.427005
735,0.427060
736,0.427144
737,0.427254
738,0.427392
739,0.427502
740,0.427639
741,0.427803
742,0.427994
743,0.428158
744,0.428293
745,0.428401
746,0.428481
747,0.428589
748,0.428723
749,0.428884
750,0.429072
751,0.429286
752,0.429473
753,0.429632
754,0.429817
755,0.430030
756,0.430214
757,0.430425
758,0.430609
759,0.430819
760,0.431002
761,0.431157
762,0.431286
763,0.431440
764,0.431568
765,0.431669
766,0.431743
767,0.431790
768,0.431810
769,0.431804
770,0.431825
771,0.431872
772,0.431892
773,0.431939
774,0.431959
775,0.431953
776,0.431921
777,0.431915
778,0.431882
779,0.431824
780,0.431792
781,0.431734
782,0.431651
783,0.431593
784,0.431561
785,0.431504
786,0.431473
787,0.431467
788,0.431488
789,0.431483
790,0.431503
791,0.431498
792,0.431467
793,0.431410
794,0.431379
795,0.431374
796,0.431394
797,0.431389
798,0.431358
799,0.431353
800,0.431323
801,0.431267
802,0.431236
803,0.431231
804,0.431201
805,0.431146
806,0.431065
807,0.431010
808,0.430930
809,0.430875
810,0.430795
811,0.430740
812,0.430661
813,0.430607
814,0.430578
815,0.430574
816,0.430545
817,0.430540
818,0.430561
819,0.430557
820,0.430578
821,0.430624
822,0.430644
823,0.430640
824,0.430661
825,0.430657
826,0.430628
827,0.430624
828,0.430644
829,0.430689
830,0.430759
831,0.430803
832,0.430823
833,0.430868
834,0.430937
835,0.431030
836,0.431098
837,0.431142
838,0.431211
839,0.431254
840,0.431322
841,0.431366
842,0.431385
843,0.431380
844,0.431351
845,0.431298
846,0.431221
847,0.431168
848,0.431092
849,0.430991
850,0.430915
851,0.430815
852,0.430739
853,0.430640
854,0.430565
855,0.430513
856,0.430485
857,0.430434
858,0.430407
859,0.430403
860,0.430376
861,0.430325
862,0.430298
863,0.430294
864,0.430267
865,0.430264
866,0.430284
867,0.430280
868,0.430253
869,0.430250
870,0.430270
871,0.430266
872,0.430239
873,0.430189
874,0.430116
875,0.430066
876,0.430040
877,0.430037
878,0.430010
879,0.429961
880,0.429935
881,0.429885
882,0.429813
883,0.429764
884,0.429738
885,0.429690
886,0.429664
887,0.429661
888,0.429636
889,0.429633
890,0.429653
891,0.429696
892,0.429716
893,0.429759
894,0.429779
895,0.429776
896,0.429796
897,0.429793
898,0.429813
899,0.429855
900,0.429920
901,0.430008
902,0.430072
903,0.430114
904,0.430133
905,0.430175
906,0.430239
907,0.430281
908,0.430300
909,0.430297
910,0.430316
911,0.430312
912,0.430331
913,0.430328
914,0.430302
915,0.430299
916,0.430273
917,0.430226
918,0.430200
919,0.430197
920,0.430172
921,0.430168
922,0.430187
923,0.430184
924,0.430159
925,0.430112
926,0.430087
927,0.430040
928,0.429971
929,0.429924
930,0.429856
931,0.429766
932,0.429697
933,0.429608
934,0.429540
935,0.429450
936,0.429339
937,0.429250
938,0.429183
939,0.429137
940,0.429071
941,0.429025
942,0.428959
943,0.428871
944,0.428804
945,0.428759
946,0.428693
947,0.428606
948,0.428497
949,0.428367
950,0.428216
951,0.428044
952,0.427894
953,0.427722
954,0.427572
955,0.427401
956,0.427210
957,0.427040
958,0.426891
959,0.426764
960,0.426659
961,0.426575
962,0.426470
963,0.426386
964,0.426281
965,0.426156
966,0.426010
967,0.425885
968,0.425781
969,0.425657
970,0.425511
971,0.425346
972,0.425159
973,0.424994
974,0.424808
975,0.424602
976,0.424376
977,0.424170
978,0.423986
979,0.423823
980,0.423681
981,0.423519
982,0.423336
983,0.423175
984,0.422993
985,0.422791
986,0.422568
987,0.422367
988,0.422145
989,0.421904
990,0.421683
991,0.421442
992,0.421181
993,0.420901
994,0.420600
995,0.420320
996,0.420062
997,0.419824
998,0.419567
999,0.419330
1000,0.419073
